資料日期:,2025/12/01
項次,權證代號,權證名稱,權證標的,認購/售,美式/歐式,上(下)限型,重設型,牛(熊)證,最新履約價,最新行使比例,初次發行單位數量(千),累計增額發行單位數量(千),累計註銷權證數量(千),到期日
"301","700300","雙鴻中信5A購01","3324","C","歐","","","","1000.00",".0070","7500","0","0","20261006"
"302","700301","尼克森永豐55購01","3317","C","美","","","","66.90",".2000","5000","0","0","20260506"
"303","700302","光焱永豐57購01","7728","C","美","","","","465.00",".0150","5000","0","0","20260706"
"304","700303","金山電永豐55購01","8042","C","美","","","","45.95",".1500","5000","0","0","20260506"
"305","700304","信昌電永豐55購01","6173","C","美","","Y","","60.26",".1500","5000","0","0","20260506"
"306","700305","宣德永豐55購01","5457","C","美","","Y","","52.40",".2250","5000","0","0","20260506"
"307","700306","皇田永豐56購01","9951","C","美","","","","88.50",".1250","5000","0","0","20260608"
"308","700307","竑騰永豐55購01","7751","C","美","","Y","","588.80",".0150","5000","0","0","20260506"
"309","700308","新鼎永豐55購01","5209","C","美","","Y","","184.86",".0410","5000","0","0","20260506"
"310","700309","撼訊永豐55購01","6150","C","美","","Y","","99.96",".1230","5000","0","0","20260506"
"311","700310","中光電群益58購01","5371","C","美","","","","130.00",".0600","5000","0","0","20260806"
"312","700311","立敦群益54購01","6175","C","美","","","","50.00",".3500","5000","0","0","20260407"
"313","700312","同亨群益54購01","5490","C","美","","","","37.50",".2500","5000","0","0","20260407"
"314","700313","同亨群益55購01","5490","C","美","","","","48.00",".3500","5000","0","0","20260506"
"315","700314","合晶群益54購04","6182","C","美","","","","36.00",".3000","5000","0","0","20260407"
"316","700315","東捷群益54購01","8064","C","美","","","","53.00",".3000","5000","0","0","20260407"
"317","700316","信昌電群益54購01","6173","C","美","","","","66.00",".1600","5000","0","0","20260407"
"318","700317","信昌電群益55購01","6173","C","美","","","","78.00",".2200","5000","0","0","20260506"
"319","700318","神盾群益54購02","6462","C","美","","","","140.00",".0620","5000","0","0","20260407"
"320","700319","凱崴群益54購01","5498","C","美","","","","23.50",".2600","5000","0","0","20260407"
"321","700320","凱崴群益54購02","5498","C","美","","","","26.00",".3200","5000","0","0","20260407"
"322","700321","凱崴群益55購01","5498","C","美","","","","30.00",".3500","5000","0","0","20260506"
"323","700322","新鉅科群益54購01","3630","C","美","","","","42.00",".3000","5000","0","0","20260407"
"324","700323","萬潤群益54購02","6187","C","美","","","","550.00",".0600","5000","0","0","20260407"
"325","700324","鈺太群益54購01","6679","C","美","","","","250.00",".0350","5000","0","0","20260407"
"326","700325","德微群益54購01","3675","C","美","","","","188.88",".0750","5000","0","0","20260407"
"327","700326","撼訊群益54購01","6150","C","美","","","","100.00",".1500","5000","0","0","20260407"
"328","700327","聰泰群益54購01","5474","C","美","","","","215.00",".0700","5000","0","0","20260407"
"329","700328","中光電凱基54購10","5371","C","美","","","","164.00",".1200","5000","0","0","20260407"
"330","700329","弘塑凱基56購03","3131","C","美","","","","1650.00",".0080","5000","0","0","20260608"
"331","700330","旺矽凱基5A購01","6223","C","美","","","","2565.00",".0070","5000","0","0","20261007"
"332","700331","昱展凱基55購01","6785","C","美","","","","420.00",".0350","5000","0","0","20260507"
"333","700332","茂達凱基55購01","6138","C","美","","","","360.00",".0750","5000","0","0","20260507"
"334","700333","原相凱基55購01","3227","C","美","","","","340.00",".1300","5000","0","0","20260507"
"335","700334","鈊象凱基54購06","3293","C","美","","","","970.00",".0400","5000","0","0","20260407"
"336","700335","撼訊凱基54購03","6150","C","美","","","","90.00",".1700","5000","0","0","20260407"
"337","700336","信立國票54購01","4303","C","美","","","","90.00",".2800","5000","0","0","20260407"
"338","700337","國眾國票55購01","5410","C","美","","","","54.00",".2000","5000","0","0","20260507"
"339","700338","信驊國泰55購01","5274","C","美","","","","6500.00",".0020","5000","0","0","20260507"
"340","700339","建榮國泰55購02","5340","C","美","","","","58.00",".1500","5000","0","0","20260507"
"341","700340","茂達國泰55購01","6138","C","美","","","","257.00",".0350","5000","0","0","20260507"
"342","700341","原相富邦54購02","3227","C","歐","","","","290.00",".0300","7000","0","0","20260407"
"343","700342","大世科統一6A購02","8099","C","美","","","","122.22",".0150","5000","0","0","20271007"
"344","700343","中光電統一6A購02","5371","C","美","","","","161.68",".0120","5000","0","0","20271007"
"345","700344","尼克森統一5A購01","3317","C","美","","","","61.68",".0500","5000","0","0","20261007"
"346","700345","立碁統一6A購01","8111","C","美","","","","80.88",".0240","5000","0","0","20271007"
"347","700346","良維統一6A購01","6290","C","美","","","","196.66",".0110","5000","0","0","20271007"
"348","700347","尚凡*統一5A購01","5278","C","美","","","","39.99",".0600","5000","0","0","20261007"
"349","700348","昱展統一6A購02","6785","C","美","","","","421.68",".0040","5000","0","0","20271007"
"350","700349","茂達統一56購03","6138","C","美","","Y","","264.60",".0150","5000","0","0","20260608"
"351","700350","茂達統一61購01","6138","C","美","","","","299.99",".0100","5000","0","0","20270107"
"352","700351","竑騰統一5A購01","7751","C","美","","","","616.88",".0040","5000","0","0","20261007"
"353","700352","新鉅科統一5A購01","3630","C","美","","","","45.55",".0900","5000","0","0","20261007"
"354","700353","新鉅科統一6A購02","3630","C","美","","","","48.88",".0450","5000","0","0","20271007"
"355","700354","聖暉*統一6A購01","5536","C","美","","","","1200.00",".0020","5000","0","0","20271007"
"356","700355","撼訊統一6A購01","6150","C","美","","","","123.45",".0200","5000","0","0","20271007"
"357","700356","擎亞統一6A購01","8096","C","美","","","","61.11",".0350","5000","0","0","20271007"
"358","700357","聰泰統一6A購01","5474","C","美","","","","255.55",".0080","5000","0","0","20271007"
"359","700358","寶島科統一64購01","5312","C","美","","","","133.33",".0150","5000","0","0","20270407"
"360","700359","鏵友益統一5A購01","6877","C","美","","","","118.88",".0190","5000","0","0","20261007"
"361","700360","鑫聯統一5A購02","3709","C","美","","","","55.55",".0600","5000","0","0","20261007"
"362","700361","中光電元大57購04","5371","C","美","","","","134.00",".0400","5000","0","0","20260707"
"363","700362","中美晶元大54購05","5483","C","美","","","","124.00",".0390","5000","0","0","20260407"
"364","700363","弘塑元大54購06","3131","C","美","","","","1745.00",".0040","5000","0","0","20260407"
"365","700364","弘塑元大56購04","3131","C","美","","","","1810.00",".0040","5000","0","0","20260608"
"366","700365","良維元大54購09","6290","C","美","","","","198.00",".0880","5000","0","0","20260407"
"367","700366","宜鼎元大57購02","5289","C","美","","","","442.00",".0440","5000","0","0","20260707"
"368","700367","昇達科元大57購04","3491","C","美","","","","508.00",".0080","5000","0","0","20260707"
"369","700368","欣銓元大54購04","3264","C","美","","","","90.20",".1760","5000","0","0","20260407"
"370","700369","茂達元大54購02","6138","C","美","","","","241.50",".0370","5000","0","0","20260407"
"371","700370","原相元大54購05","3227","C","美","","","","297.00",".0530","5000","0","0","20260407"
"372","700371","凱崴元大54購01","5498","C","美","","Y","","29.79",".2370","5000","0","0","20260407"
"373","700372","鈊象元大54購10","3293","C","美","","","","841.00",".0200","5000","0","0","20260407"
"374","700373","金山電永豐54購01","8042","C","美","","","","59.85",".3000","5000","0","0","20260407"
"375","700374","昱展永豐54購01","6785","C","美","","","","424.50",".0300","5000","0","0","20260407"
"376","700375","茂達永豐54購01","6138","C","美","","","","258.00",".0320","5000","0","0","20260407"
"377","700376","信立群益54購01","4303","C","美","","","","81.00",".1500","5000","0","0","20260407"
"378","700377","威剛群益56購02","3260","C","美","","","","250.00",".0700","5000","0","0","20260608"
"379","700378","茂達群益54購01","6138","C","美","","","","285.00",".0360","5000","0","0","20260407"
"380","700379","茂達群益54購02","6138","C","美","","","","315.00",".0450","5000","0","0","20260407"
"381","700380","茂達群益55購01","6138","C","美","","","","356.66",".0500","5000","0","0","20260507"
"382","700381","昶瑞群益55購01","7642","C","美","","","","146.00",".0500","5000","0","0","20260507"
"383","700382","家登群益55購02","3680","C","美","","","","470.00",".0600","5000","0","0","20260507"
"384","700383","光焱中信57購01","7728","C","歐","","","","480.00",".0200","5000","0","0","20260707"
"385","700384","良維中信55購01","6290","C","歐","","","","197.00",".0800","5000","0","0","20260507"
"386","700385","中光電元富5A購01","5371","C","美","","","","164.25",".1500","5000","0","0","20261007"
"387","700386","良維元富54購02","6290","C","美","","","","150.00",".0500","5000","0","0","20260407"
"388","700387","良維元富54購03","6290","C","美","","","","170.00",".1000","5000","0","0","20260407"
"389","700388","良維元富54購04","6290","C","美","","","","190.00",".1000","5000","0","0","20260407"
"390","700389","威剛元富54購03","3260","C","美","","","","200.00",".1000","5000","0","0","20260407"
"391","700390","建榮元富54購01","5340","C","美","","","","65.00",".2000","5000","0","0","20260407"
"392","700391","凱崴元富54購01","5498","C","美","","","","28.88",".5000","5000","0","0","20260407"
"393","700392","雍智元富54購01","6683","C","美","","","","400.00",".0200","5000","0","0","20260407"
"394","700393","騰雲元富54購01","6870","C","美","","","","266.00",".0400","5000","0","0","20260407"
"395","700394","良維兆豐56購01","6290","C","美","","","","158.00",".0500","5000","0","0","20260608"
"396","700395","中光電凱基57購02","5371","C","美","","","","147.00",".0850","5000","0","0","20260708"
"397","700396","光焱凱基54購01","7728","C","美","","","","450.00",".0450","5000","0","0","20260408"
"398","700397","系微凱基57購01","6231","C","美","","","","300.00",".0300","5000","0","0","20260708"
"399","700398","良維凱基54購05","6290","C","美","","","","200.00",".1700","5000","0","0","20260408"
"400","700399","宜鼎凱基55購01","5289","C","美","","","","420.00",".0550","5000","0","0","20260508"
"401","700400","原相凱基55購02","3227","C","美","","","","365.00",".1500","5000","0","0","20260508"
"402","700401","訊聯凱基54購01","1784","C","美","","","","100.00",".1000","5000","0","0","20260408"
"403","700402","博智凱基59購01","8155","C","美","","","","234.00",".0600","5000","0","0","20260908"
"404","700403","雷科凱基54購02","6207","C","美","","","","80.00",".2700","5000","0","0","20260408"
"405","700404","譜瑞凱基54購09","4966","C","美","","","","1000.00",".0300","5000","0","0","20260408"
"406","700405","力旺國泰55購01","3529","C","美","","","","2100.00",".0040","5000","0","0","20260508"
"407","700406","高技國泰55購01","5439","C","美","","","","350.00",".0250","5000","0","0","20260508"
"408","700407","力旺富邦56購02","3529","C","歐","","","","2183.88",".0020","10000","0","0","20260608"
"409","700408","信立富邦56購01","4303","C","歐","","","","81.88",".0640","10000","0","0","20260608"
"410","700409","威剛富邦54購01","3260","C","歐","","","","205.00",".0550","5000","0","0","20260408"
"411","700410","中光電統一5C購01","5371","C","美","","","","132.99",".0200","5000","0","0","20261208"
"412","700411","均豪統一56購05","5443","C","美","","Y","","129.00",".0330","5000","0","0","20260608"
"413","700412","旺矽統一6A購02","6223","C","美","","","","2567.89",".0010","5000","0","0","20271008"
"414","700413","金山電統一5C購01","8042","C","美","","","","58.88",".0920","5000","0","0","20261208"
"415","700414","長聖統一6A購02","6712","C","美","","","","261.68",".0070","5000","0","0","20271008"
"416","700415","建榮統一6A購02","5340","C","美","","","","77.77",".0240","5000","0","0","20271008"
"417","700416","高技統一5A購01","5439","C","美","","Y","","357.08",".0090","5000","0","0","20261008"
"418","700417","聰泰統一6A購02","5474","C","美","","","","258.88",".0100","5000","0","0","20271008"
"419","700418","力旺元大58購01","3529","C","美","","","","2470.00",".0040","5000","0","0","20260810"
"420","700419","力旺元大59購01","3529","C","美","","","","2910.00",".0050","5000","0","0","20260908"
"421","700420","世界元大54購01","5347","C","美","","","","120.50",".0740","5000","0","0","20260408"
